index,id,date,time,year_compet,id_compet,name_compet,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
56,16418,2022-02-06,14:30,2022,93,2. Liga,Journée 21,5664,1286,Darmstadt 98,Hamburger SV,Darmstadt 98 - Hamburger SV,0-5,0,5,2,60.0,74.0,-14.0,1413.0,2101.0,-32.7,61.0,22.0,39.0,47.9,21.5,30.5,2.01,1.58,0.4299999999999997
44,50033,2022-02-06,15:00,2022,37,Süper Lig,Journée 24,663,68,Rizespor,Adana Demirspor,Rizespor - Adana Demirspor,1-3,1,3,2,64.0,51.0,13.0,1604.0,1007.0,-37.2,-11.0,61.0,-72.0,45.9,23.3,30.8,1.75,1.4,0.3500000000000001
43,50029,2022-02-06,15:00,2022,37,Süper Lig,Journée 24,5468,1192,Alanyaspor,Galatasaray SK,Alanyaspor - Galatasaray SK,1-1,1,1,1,52.0,81.0,-29.0,1038.0,2533.0,-59.0,34.0,-15.0,49.0,28.0,23.3,48.7,1.29,1.77,-0.48
0,21028,2022-02-06,15:00,2022,1,Liga Santander,Journée 23,2647,2120,Valencia,R. Sociedad,Valencia - R. Sociedad,0-0,0,0,1,84.0,80.0,4.0,2721.0,2486.0,-8.6,13.0,14.0,-1.0,56.8,22.5,20.8,1.87,1.04,0.8300000000000001
38,119350,2022-02-06,15:00,2022,17,Super League,Journée 22,77,235,AEK Athens,Apollon Smyrnis,AEK Athens - Apollon Smyrnis,3-0,3,0,0,72.0,50.0,22.0,2019.0,954.0,-52.7,-10.0,-45.0,35.0,75.6,17.8,6.7,2.03,0.43,1.5999999999999999
14,21538,2022-02-06,15:00,2022,2,Segunda División,Journée 26,1179,2654,Fuenlabrada,Real Valladolid,Fuenlabrada - Real Valladolid,0-0,0,0,1,38.0,63.0,-25.0,548.0,1543.0,-64.5,-20.0,14.0,-34.0,14.2,20.8,65.0,0.79,1.97,-1.18
13,21528,2022-02-06,15:00,2022,2,Segunda División,Journée 26,213,2115,SD Amorebieta,Real Oviedo,SD Amorebieta - Real Oviedo,1-1,1,1,1,40.0,55.0,-15.0,586.0,1151.0,-49.1,23.0,-11.0,34.0,43.3,26.6,30.1,1.4,1.12,0.2799999999999998
73,18260,2022-02-06,15:15,2022,95,NB I Hongrie,Journée 19,11783,11784,Mezőkövesd-Zsory,Puskás Akadémia,Mezőkövesd-Zsory - Puskás Akadémia,1-2,1,2,2,44.0,40.0,4.0,751.0,596.0,-20.6,35.0,46.0,-11.0,55.5,20.7,23.8,2.14,1.35,0.79
66,14911,2022-02-06,15:15,2022,36,Championnat de Suisse,Journée 20,10035,10037,Basel,Sion,Basel - Sion,3-3,3,3,1,72.0,60.0,12.0,1997.0,1369.0,-31.4,45.0,47.0,-2.0,68.2,16.2,15.7,2.78,1.31,1.4699999999999998
32,2513,2022-02-06,15:30,2022,9,Eredivisie,Journée 21,2754,2169,Willem II,RKC Waalwijk,Willem II - RKC Waalwijk,3-1,3,1,0,60.0,54.0,6.0,1415.0,1111.0,-21.5,-26.0,54.0,-80.0,30.9,25.3,43.7,1.23,1.51,-0.28
31,2512,2022-02-06,15:30,2022,9,Eredivisie,Journée 21,1068,1242,Groningen,Go Ahead Eagles,Groningen - Go Ahead Eagles,2-1,2,1,0,74.0,58.0,16.0,2106.0,1285.0,-39.0,-37.0,8.0,-45.0,44.7,27.7,27.6,1.33,0.98,0.3500000000000001
41,4158,2022-02-06,15:30,2022,14,Premiership,Journée 25,9930,716,Motherwell,Celtic,Motherwell - Celtic,0-4,0,4,2,62.0,81.0,-19.0,1514.0,2514.0,-39.8,-2.0,46.0,-48.0,19.4,20.6,60.0,1.11,2.1,-0.99
24,16153,2022-02-06,16:00,2022,16,Ligue 1,Journée 23,2539,1682,Troyes,Metz,Troyes - Metz,0-0,0,0,1,58.0,62.0,-4.0,1305.0,1499.0,-12.9,-1.0,-3.0,2.0,44.8,27.1,28.1,1.38,1.03,0.34999999999999987
8,48997,2022-02-06,16:00,2022,7,Serie A,Journée 24,522,983,Bologna,Empoli,Bologna - Empoli,0-0,0,0,1,72.0,72.0,0.0,2024.0,2033.0,-0.4,29.0,45.0,-16.0,49.0,22.2,28.9,1.92,1.43,0.49
23,16140,2022-02-06,16:00,2022,16,Ligue 1,Journée 23,2430,1776,Strasbourg,Nantes,Strasbourg - Nantes,1-0,1,0,0,48.0,70.0,-22.0,884.0,1915.0,-53.8,32.0,17.0,15.0,24.6,21.5,54.0,1.31,2.02,-0.71
22,16133,2022-02-06,16:00,2022,16,Ligue 1,Journée 23,2421,527,Stade de Reims,Girondins Bordeaux,Stade de Reims - Girondins Bordeaux,5-0,5,0,0,62.0,79.0,-17.0,1497.0,2422.0,-38.2,-19.0,10.0,-29.0,21.6,25.6,52.8,0.89,1.55,-0.66
21,16131,2022-02-06,16:00,2022,16,Ligue 1,Journée 23,1799,788,Nice,Clermont,Nice - Clermont,0-1,0,1,2,80.0,56.0,24.0,2443.0,1186.0,-51.5,-13.0,29.0,-42.0,70.0,18.1,11.9,2.23,0.8,1.43
9,49003,2022-02-06,16:00,2022,7,Serie A,Journée 24,2215,2634,Sampdoria,Sassuolo,Sampdoria - Sassuolo,4-0,4,0,0,74.0,74.0,0.0,2111.0,2103.0,-0.4,10.0,81.0,-71.0,34.0,22.6,43.4,1.57,1.8,-0.22999999999999998
10,49005,2022-02-06,16:00,2022,7,Serie A,Journée 24,2673,1777,Venezia,Napoli,Venezia - Napoli,0-2,0,2,2,39.0,89.0,-50.0,565.0,3088.0,-81.7,17.0,34.0,-17.0,5.2,8.5,86.4,0.94,3.74,-2.8000000000000003
71,8010,2022-02-06,16:00,2022,128,Ekstraklasa,Journée 20,17740,2757,Raków Częstochowa,Wisla Kraków,Raków Częstochowa - Wisla Kraków,2-0,2,0,0,27.0,57.0,-30.0,343.0,1255.0,-72.7,49.0,58.0,-9.0,28.8,20.1,51.1,1.69,2.27,-0.5800000000000001
59,7249,2022-02-06,16:00,2022,30,Championnat de République tchèque ,Journée 20,10056,1040,Mladá Boleslav,Baník Ostrava,Mladá Boleslav - Baník Ostrava,2-3,2,3,2,61.0,44.0,17.0,1442.0,745.0,-48.3,91.0,62.0,29.0,79.5,10.9,9.6,3.78,1.42,2.36
18,15725,2022-02-06,16:30,2022,8,Bundesliga,Journée 21,530,3668,B. Dortmund,B. Leverkusen,B. Dortmund - B. Leverkusen,2-5,2,5,2,94.0,87.0,7.0,3492.0,2931.0,-16.1,16.0,24.0,-8.0,60.8,19.9,19.3,2.2,1.17,1.0300000000000002
50,354246,2022-02-06,17:00,2022,1780,Liga Única,Journée 1,9947,9951,Antofagasta,Cobresal,Antofagasta - Cobresal,0-1,0,1,2,66.0,65.0,1.0,1685.0,1672.0,-0.8,-24.0,-17.0,-7.0,42.7,30.8,26.5,1.13,0.82,0.30999999999999994
53,3243,2022-02-06,17:00,2022,12,Pro League,Journée 26,1670,20669,KV Mechelen,Beerschot VA,KV Mechelen - Beerschot VA,3-2,3,2,0,61.0,36.0,25.0,1418.0,488.0,-65.6,46.0,61.0,-15.0,77.9,12.5,9.7,3.21,1.12,2.09
48,96331,2022-02-06,17:15,2022,89,Serie B,Journée 21,6878,2376,Pordenone,SPAL,Pordenone - SPAL,1-1,1,1,1,39.0,52.0,-13.0,563.0,1047.0,-46.2,-14.0,-23.0,9.0,37.1,30.6,32.3,1.05,0.96,0.09000000000000008
47,96328,2022-02-06,17:15,2022,89,Serie B,Journée 21,2625,47,Cremonese,AC Monza,Cremonese - AC Monza,3-2,3,2,0,47.0,32.0,15.0,835.0,415.0,-50.3,27.0,4.0,23.0,66.0,19.3,14.7,2.17,0.92,1.25
1,21019,2022-02-06,17:15,2022,1,Liga Santander,Journée 23,429,369,Barcelona,Atlético,Barcelona - Atlético,4-2,4,2,0,97.0,96.0,1.0,3727.0,3691.0,-1.0,-18.0,-3.0,-15.0,43.9,28.3,27.8,1.28,0.96,0.32000000000000006
39,119353,2022-02-06,17:15,2022,17,Super League,Journée 22,1384,1863,Ionikos Nikea,Olympiacos Piraeus,Ionikos Nikea - Olympiacos Piraeus,0-3,0,3,2,36.0,80.0,-44.0,496.0,2476.0,-80.0,4.0,-1.0,5.0,10.9,17.1,72.0,0.79,2.33,-1.54
35,35310,2022-02-06,17:30,2022,19,Liga NOS,Journée 21,513,7015,Boavista,Vizela,Boavista - Vizela,2-2,2,2,1,62.0,53.0,9.0,1472.0,1067.0,-27.5,10.0,79.0,-69.0,44.7,21.7,33.6,1.94,1.67,0.27
67,14913,2022-02-06,17:30,2022,36,Championnat de Suisse,Journée 20,3036,10038,FC Lugano,Luzern,FC Lugano - Luzern,2-1,2,1,0,52.0,58.0,-6.0,1050.0,1272.0,-17.5,1.0,41.0,-40.0,32.8,24.7,42.5,1.33,1.55,-0.21999999999999997
68,14915,2022-02-06,17:30,2022,36,Championnat de Suisse,Journée 20,3040,554,St. Gallen,Young Boys,St. Gallen - Young Boys,3-3,3,3,1,54.0,65.0,-11.0,1116.0,1663.0,-32.9,22.0,62.0,-40.0,28.5,21.5,50.0,1.49,2.02,-0.53
34,35305,2022-02-06,17:30,2022,19,Liga NOS,Journée 21,1223,11311,Gil Vicente,CD Santa Clara,Gil Vicente - CD Santa Clara,2-2,2,2,1,56.0,52.0,4.0,1208.0,1035.0,-14.3,-1.0,-4.0,3.0,50.8,26.3,22.9,1.49,0.9,0.59
33,2514,2022-02-06,17:45,2022,9,Eredivisie,Journée 21,98,1309,Ajax,Heracles,Ajax - Heracles,3-0,3,0,0,88.0,72.0,16.0,3016.0,1998.0,-33.8,65.0,-26.0,91.0,91.8,5.9,2.3,3.8,0.57,3.23
25,16135,2022-02-06,18:00,2022,16,Ligue 1,Journée 23,3863,2420,Stade Rennais,Stade Brestois,Stade Rennais - Stade Brestois,2-0,2,0,0,77.0,58.0,19.0,2261.0,1309.0,-42.1,37.0,31.0,6.0,80.0,12.4,7.6,2.95,0.84,2.1100000000000003
45,50031,2022-02-06,18:00,2022,37,Süper Lig,Journée 24,10065,226,Beşiktaş,Antalyaspor,Beşiktaş - Antalyaspor,0-0,0,0,1,82.0,65.0,17.0,2577.0,1630.0,-36.7,-13.0,-30.0,17.0,72.1,18.9,8.9,2.01,0.54,1.4699999999999998
5,324797,2022-02-06,18:00,2022,139,FA Cup,1/16,1825,1538,Nottingham Forest,Leicester,Nottingham Forest - Leicester,4-1,4,1,0,58.0,81.0,-23.0,1275.0,2528.0,-49.6,-15.0,19.0,-34.0,16.5,21.4,62.1,0.89,1.94,-1.0499999999999998
42,4159,2022-02-06,18:00,2022,14,Premiership,Journée 25,1241,6030,Rangers FC,Heart of Midlothian,Rangers FC - Heart of Midlothian,5-0,5,0,0,61.0,72.0,-11.0,1451.0,2003.0,-27.6,-6.0,8.0,-14.0,31.9,26.8,41.3,1.15,1.35,-0.20000000000000018
46,50035,2022-02-06,18:00,2022,37,Süper Lig,Journée 24,1248,12887,Göztepe,Altay,Göztepe - Altay,0-2,0,2,2,50.0,24.0,26.0,942.0,305.0,-67.6,-4.0,25.0,-29.0,50.1,23.1,26.7,1.8,1.25,0.55
74,18256,2022-02-06,18:15,2022,95,NB I Hongrie,Journée 19,3026,1902,Ferencvárosi,Paksi SE,Ferencvárosi - Paksi SE,0-3,0,3,2,59.0,48.0,11.0,1320.0,887.0,-32.8,25.0,196.0,-171.0,31.6,17.9,50.5,2.21,2.76,-0.5499999999999998
19,15731,2022-02-06,18:30,2022,8,Bundesliga,Journée 21,2760,4336,Wolfsburg,Greuther Fürth,Wolfsburg - Greuther Fürth,4-1,4,1,0,84.0,59.0,25.0,2741.0,1353.0,-50.6,-33.0,30.0,-63.0,61.5,22.5,16.0,1.81,0.8,1.01
72,8005,2022-02-06,18:30,2022,128,Ekstraklasa,Journée 20,1703,10030,KS Cracovia,Lech Poznań,KS Cracovia - Lech Poznań,3-3,3,3,1,51.0,62.0,-11.0,990.0,1473.0,-32.8,10.0,22.0,-12.0,30.9,24.9,44.2,1.26,1.56,-0.30000000000000004
11,49004,2022-02-06,19:00,2022,7,Serie A,Journée 24,2573,2508,Udinese,Torino,Udinese - Torino,2-0,2,0,0,77.0,77.0,0.0,2260.0,2290.0,-1.3,16.0,-28.0,44.0,61.7,23.2,15.0,1.73,0.71,1.02
75,3791,2022-02-06,19:00,2022,97,Liga A1,Temporada Regular,60717,4429,Hapoel Eran Hadera,Hapoel Haifa,Hapoel Eran Hadera - Hapoel Haifa,1-0,1,0,0,8.0,34.0,-26.0,134.0,450.0,-70.2,9.0,3.0,6.0,39.5,26.7,33.8,1.33,1.21,0.1200000000000001
60,7247,2022-02-06,19:00,2022,30,Championnat de République tchèque ,Journée 20,10054,4531,Viktoria Plzeň,Hradec Králové,Viktoria Plzeň - Hradec Králové,1-0,1,0,0,69.0,51.0,18.0,1830.0,994.0,-45.7,34.0,52.0,-18.0,67.6,16.1,16.3,2.84,1.38,1.46
15,21534,2022-02-06,19:15,2022,2,Segunda División,Journée 26,643,2563,FC Cartagena,Las Palmas,FC Cartagena - Las Palmas,0-2,0,2,2,49.0,72.0,-23.0,912.0,1987.0,-54.1,10.0,-35.0,45.0,37.9,28.9,33.1,1.16,1.06,0.09999999999999987
16,21544,2022-02-06,19:15,2022,2,Segunda División,Journée 26,1339,1699,Huesca,Mirandés,Huesca - Mirandés,4-0,4,0,0,56.0,55.0,1.0,1189.0,1163.0,-2.2,-35.0,-6.0,-29.0,33.8,32.6,33.6,0.92,0.91,0.010000000000000009
40,119355,2022-02-06,19:30,2022,17,Super League,Journée 22,1919,1911,PAOK,Panathinaikos,PAOK - Panathinaikos,2-1,2,1,0,75.0,75.0,0.0,2168.0,2166.0,-0.1,-13.0,-33.0,20.0,50.2,29.9,19.9,1.24,0.66,0.58
2,21020,2022-02-06,19:30,2022,1,Liga Santander,Journée 23,486,2716,Real Betis,Villarreal,Real Betis - Villarreal,0-2,0,2,2,76.0,84.0,-8.0,2205.0,2754.0,-19.9,35.0,46.0,-11.0,36.5,22.7,40.8,1.64,1.74,-0.10000000000000009
54,3238,2022-02-06,19:30,2022,12,Pro League,Journée 26,218,7508,Anderlecht,KAS Eupen,Anderlecht - KAS Eupen,4-1,4,1,0,77.0,61.0,16.0,2291.0,1431.0,-37.5,23.0,19.0,4.0,76.8,14.2,9.0,2.7,0.83,1.87
65,63322,2022-02-06,19:55,2022,20,Liga 1,Journée 24,9964,112187,FCSB,U Craiova 1948,FCSB - U Craiova 1948,2-2,2,2,1,69.0,25.0,44.0,1850.0,318.0,-82.8,23.0,12.0,11.0,86.6,9.0,4.4,3.34,0.69,2.65
36,35302,2022-02-06,20:00,2022,19,Liga NOS,Journée 21,4641,1095,Arouca,Porto,Arouca - Porto,0-2,0,2,2,67.0,90.0,-23.0,1738.0,3148.0,-44.8,15.0,10.0,5.0,18.9,19.8,61.3,1.16,2.21,-1.05
76,3792,2022-02-06,20:15,2022,97,Liga A1,Temporada Regular,458,13240,Beitar Jerusalem,Hapoel Nof HaGalil,Beitar Jerusalem - Hapoel Nof HaGalil,0-0,0,0,1,43.0,26.0,17.0,710.0,331.0,-53.4,-23.0,22.0,-45.0,39.9,27.7,32.4,1.27,1.12,0.1499999999999999
6,324783,2022-02-06,20:30,2022,139,FA Cup,1/16,80,5526,AFC Bournemouth,Boreham Wood,AFC Bournemouth - Boreham Wood,0-1,0,1,2,67.0,18.0,49.0,1772.0,251.0,-85.8,16.0,50.0,-34.0,80.7,11.7,7.6,3.15,0.93,2.2199999999999998
69,452641,2022-02-06,21:00,2021,138,CAN,Finale,5658,3788,Sénégal,Égypte,Sénégal - Égypte,0-0,0,0,0,67.0,69.0,-2.0,1728.0,1871.0,-7.6,-2.0,-21.0,19.0,50.4,28.0,21.6,1.36,0.78,0.5800000000000001
26,16123,2022-02-06,21:45,2022,16,Ligue 1,Journée 23,3015,1924,Lille,PSG,Lille - PSG,1-5,1,5,2,81.0,92.0,-11.0,2552.0,3319.0,-23.1,-31.0,-9.0,-22.0,26.9,30.0,43.1,0.86,1.17,-0.30999999999999994
12,49000,2022-02-06,21:45,2022,7,Serie A,Journée 24,1430,1305,Juventus,Hellas Verona,Juventus - Hellas Verona,2-0,2,0,0,95.0,65.0,30.0,3579.0,1633.0,-54.4,-17.0,62.0,-79.0,59.3,19.8,20.9,2.25,1.28,0.97
17,21551,2022-02-06,22:00,2022,2,Segunda División,Journée 26,2477,1535,Tenerife,Leganés,Tenerife - Leganés,0-0,0,0,1,54.0,65.0,-11.0,1131.0,1655.0,-31.7,-8.0,8.0,-16.0,31.2,26.9,41.9,1.13,1.35,-0.2200000000000002
63,364975,2022-02-06,22:00,2022,46,Primera Division,Journée 1,5953,5948,Boston River,Plaza Colonia,Boston River - Plaza Colonia,0-0,0,0,1,49.0,54.0,-5.0,910.0,1132.0,-19.6,-14.0,32.0,-46.0,27.2,25.9,46.9,1.07,1.49,-0.41999999999999993
3,21027,2022-02-06,22:00,2022,1,Liga Santander,Journée 23,2107,4235,Real Madrid,Granada,Real Madrid - Granada,1-0,1,0,0,98.0,70.0,28.0,3805.0,1884.0,-50.5,-12.0,16.0,-28.0,70.0,17.3,12.7,2.39,0.92,1.4700000000000002
55,3240,2022-02-06,22:00,2022,12,Pro League,Journée 26,9785,2799,Genk,Zulte-Waregem,Genk - Zulte-Waregem,2-0,2,0,0,70.0,64.0,6.0,1906.0,1571.0,-17.6,5.0,45.0,-40.0,49.6,23.1,27.3,1.8,1.28,0.52
37,35306,2022-02-06,22:30,2022,19,Liga NOS,Journée 21,4098,7017,Sporting CP,Famalicão,Sporting CP - Famalicão,2-0,2,0,0,88.0,52.0,36.0,2982.0,1050.0,-64.8,-5.0,90.0,-95.0,60.8,18.1,21.2,2.58,1.5,1.08
51,354244,2022-02-06,23:00,2022,1780,Liga Única,Journée 1,5587,4391,Unión La Calera,Univ de Chile,Unión La Calera - Univ de Chile,2-4,2,4,2,53.0,77.0,-24.0,1079.0,2274.0,-52.6,-25.0,-14.0,-11.0,19.6,26.3,54.1,0.78,1.49,-0.71
