index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict,local_string_form,visitor_string_form
55,462766,2022-05-01,20:00,2022,17,Super League,37.950,Ronda Campeonato,1919,77,PAOK,AEK Athens,PAOK - AEK Athens,,,,,81.0,80.0,1.0,2537.0,2476.0,-2.4,-14.0,7.0,-21.0,43.3,27.8,28.9,1.31,1.01,0.30000000000000004,wwwll,dldlw
77,417869,2022-05-01,20:30,2022,20,Liga 1,29.375,Ronda Descenso,742,119352,CFR Cluj,Farul Constanța,CFR Cluj - Farul Constanța,,,,,69.0,52.0,17.0,1876.0,1038.0,-44.7,-19.0,19.0,-38.0,52.2,23.8,24.1,1.73,1.09,0.6399999999999999,dwllw,dlwll
18,15898,2022-05-01,20:45,2022,16,Ligue 1,65.204,Journée 35,5117,1866,Olympique Marseille,Olympique Lyonnais,Olympique Marseille - Olympique Lyonnais,,,,,83.0,86.0,-3.0,2636.0,2844.0,-7.3,-11.0,-12.0,1.0,44.6,29.3,26.1,1.23,0.87,0.36,wwlww,wdwlw
11,49367,2022-05-01,20:45,2022,7,Serie A,73.816,Journée 35,2176,522,Roma,Bologna,Roma - Bologna,,,,,89.0,72.0,17.0,3087.0,1994.0,-35.4,-16.0,-10.0,-6.0,73.7,17.8,8.5,2.12,0.56,1.56,wwwdl,dwddw
93,351152,2022-05-01,21:00,2022,43,Serie A Équateur,14.200,Fase 1,110366,5292,Orense,Universidad Católica,Orense - Universidad Católica,,,,,50.0,41.0,9.0,973.0,627.0,-35.6,-24.0,89.0,-113.0,28.2,23.7,48.0,1.27,1.72,-0.44999999999999996,dldwl,lwwlw
40,384512,2022-05-01,21:00,2022,24,Brasileirão,46.184,Journée 4,837,1158,Coritiba,Fluminense,Coritiba - Fluminense,,,,,81.0,78.0,3.0,2549.0,2344.0,-8.0,-19.0,-40.0,21.0,55.4,28.2,16.3,1.36,0.59,0.7700000000000001,wld,dwl
39,384506,2022-05-01,21:00,2022,24,Brasileirão,46.184,Journée 4,836,1163,Corinthians,Fortaleza EC,Corinthians - Fortaleza EC,,,,,83.0,51.0,32.0,2654.0,1000.0,-62.3,-2.0,3.0,-5.0,81.7,12.5,5.8,2.71,0.6,2.11,wwl,ll
6,21005,2022-05-01,21:00,2022,1,Liga Santander,85.658,Journée 34,429,1623,Barcelona,Mallorca,Barcelona - Mallorca,,,,,98.0,57.0,41.0,3853.0,1260.0,-67.3,-25.0,17.0,-42.0,55.5,24.8,19.6,1.62,0.85,0.7700000000000001,wwlwl,llwlw
35,318449,2022-05-01,21:00,2022,42,Ouverture - Colombie,49.000,Temporada Regular,1868,906,Once Caldas,Deportivo Cali,Once Caldas - Deportivo Cali,,,,,69.0,71.0,-2.0,1850.0,1969.0,-6.0,-29.0,-15.0,-14.0,36.8,31.9,31.3,0.99,0.89,0.09999999999999998,dllwd,wdddl
27,35404,2022-05-01,21:30,2022,19,Liga NOS,49.412,Journée 32,4098,1223,Sporting CP,Gil Vicente,Sporting CP - Gil Vicente,,,,,87.0,56.0,31.0,2976.0,1206.0,-59.5,-16.0,46.0,-62.0,69.8,17.4,12.7,2.37,0.91,1.46,wwwlw,dlldd
64,308140,2022-05-01,22:00,2022,69,MLS,35.594,Journée 12,109669,4345,Nashville SC,Philadelphia Union,Nashville SC - Philadelphia Union,,,,,49.0,68.0,-19.0,908.0,1816.0,-50.0,67.0,24.0,43.0,37.8,21.8,40.3,1.78,1.84,-0.06000000000000005,llwwd,wwwww
24,305533,2022-05-01,23:00,2022,141,Liga MX - Clôture ,56.250,Journée 17,9133,10274,Atl. San Luis,Santos Laguna,Atl. San Luis - Santos Laguna,,,,,54.0,72.0,-18.0,1121.0,2034.0,-44.9,-10.0,-6.0,-4.0,25.8,27.1,47.0,0.96,1.4,-0.43999999999999995,dwlww,wldld
36,318451,2022-05-01,23:05,2022,42,Ouverture - Colombie,49.000,Temporada Regular,11319,1693,Patriotas Boyacá,Millonarios,Patriotas Boyacá - Millonarios,,,,,67.0,73.0,-6.0,1748.0,2075.0,-15.8,-49.0,22.0,-71.0,17.7,28.1,54.2,0.65,1.36,-0.7100000000000001,llwdd,wlwlw
94,351156,2022-05-01,23:30,2022,43,Serie A Équateur,14.200,Fase 1,140902,907,Cumbayá,Deportivo Cuenca,Cumbayá - Deportivo Cuenca,,,,,24.0,36.0,-12.0,303.0,490.0,-38.2,-5.0,-26.0,21.0,44.4,29.9,25.8,1.2,0.84,0.36,dlddl,ddwld
